100
70	73	10
70	83	6
70	92	25
70	93	3
71	2	7
71	11	8
71	24	4
71	27	11
71	46	16
71	52	37
71	62	20
71	63	12
71	68	20
71	81	4
71	82	11
71	95	7
71	99	5
72	16	8
72	21	6
72	66	105
72	86	6
72	100	25
73	4	10
73	10	11
73	18	3
73	22	3
73	23	30
73	70	6
73	71	6
73	96	6
74	2	8
74	7	4
74	8	30
74	10	7
74	24	5
74	29	18
74	37	18
74	46	14
74	49	5
74	55	12
74	81	4
74	93	10
74	99	7
75	6	16
75	16	24
75	45	4
75	51	5
75	52	14
75	53	12
75	71	12
75	74	3
76	1	1
76	4	10
76	6	6
76	12	1
76	23	16
76	30	13
76	56	8
76	61	12
76	74	7
76	77	3
76	89	5
77	16	5
77	25	8
77	34	6
77	60	20
77	63	6
77	66	13
77	71	46
77	76	9
77	79	6
78	11	8
78	17	14
78	27	1
78	28	4
78	32	9
78	34	18
78	35	31
78	40	2
78	42	7
78	58	3
78	68	1
78	94	2
79	8	14
79	11	2
79	14	7
79	27	4
79	32	10
79	36	17
79	40	11
79	44	7
79	69	29
79	71	9
79	72	28
79	80	12
79	81	15
79	90	7
79	94	14
80	11	6
80	12	12
80	28	6
80	29	15
80	34	2
80	40	8
80	41	8
80	44	2
80	47	11
80	50	18
80	78	4
81	10	14
81	17	5
81	29	4
81	39	6
81	42	9
81	43	15
81	45	8
81	47	12
81	52	5
81	61	7
81	62	6
81	74	1
81	75	12
81	85	8
81	86	2
81	92	14
81	94	3
82	20	25
82	22	22
82	94	26
83	4	44
83	18	14
83	32	27
83	33	19
83	40	6
83	44	1
83	46	3
83	53	2
83	71	6
83	82	8
83	90	6
83	99	5
84	4	9
84	8	37
84	10	12
84	13	9
84	16	3
84	17	31
84	20	2
84	47	17
84	79	1
84	86	3
84	88	2
84	90	16
84	92	2
85	14	6
85	31	79
85	36	3
85	78	5
85	98	8
86	12	12
86	30	7
86	39	12
86	50	13
86	54	6
86	65	32
86	66	7
86	92	15
86	95	21
87	5	4
87	6	9
87	8	11
87	18	13
87	21	9
87	39	7
87	55	14
87	66	49
87	77	1
87	92	2
88	2	4
88	24	12
88	27	11
88	47	2
88	53	8
88	61	25
88	63	2
88	69	15
88	76	16
88	80	5
88	83	10
88	95	9
88	96	6
89	3	2
89	4	7
89	6	48
89	10	6
89	18	15
89	28	8
89	36	16
89	52	2
89	68	25
89	87	10
90	4	1
90	8	8
90	15	22
90	37	4
90	49	499
90	54	3
90	75	19
91	6	6
91	7	31
91	8	9
91	12	5
91	27	1
91	39	6
91	58	6
91	59	8
91	63	12
91	72	13
91	83	8
91	87	5
91	94	1
92	5	3
92	11	15
92	41	1
92	42	2
92	50	14
92	55	16
92	63	16
92	86	40
92	90	11
92	96	7
92	97	21
93	8	4
93	63	30
93	70	7
93	71	11
93	82	20
93	95	21
94	7	10
94	8	10
94	9	34
94	11	1
94	14	12
94	26	1
94	27	10
94	32	8
94	54	24
94	60	4
94	65	10
94	66	15
94	83	2
94	100	24
95	4	20
95	6	12
95	22	4
95	25	8
95	41	2
95	63	3
95	67	15
95	88	16
96	2	5
96	5	1
96	12	7
96	15	5
96	37	18
96	46	15
96	52	64
96	67	8
96	72	14
96	73	4
96	82	17
97	4	27
97	20	2
97	21	19
97	26	14
97	45	2
97	49	15
97	60	6
97	61	1
97	62	2
97	66	7
97	69	4
97	80	11
97	90	20
97	96	9
97	99	35
98	19	35
98	28	9
98	37	3
98	44	2
98	61	9
98	69	13
98	70	1
98	91	9
98	97	20
99	18	32
99	35	60
99	45	1
99	46	14
99	52	13
99	57	1
99	66	24
99	72	9
99	82	10
99	93	4
99	94	8
100	3	17
100	6	2
100	10	4
100	24	3
100	27	5
100	34	3
100	35	7
100	40	16
100	46	12
100	49	4
100	66	22
100	78	11
100	84	31
100	88	9
100	89	12
100	94	25
100	99	4
